Description,Language,dependecies_found
"☂️ Scikit-longitudinal (Sklong) is an open-source Python library & Scikit-Learn API compliant, tailored to longitudinal machine learning classification tasks. It is ideal for researchers, data scientists, and analysts, as it provides specialist tools for dealing with repeated-measures data challenges ",Python,"[""anyio"", ""appnope"", ""argon2-cffi"", ""argon2-cffi-bindings"", ""arrow"", ""astroid"", ""asttokens"", ""async-lru"", ""attrs"", ""babel"", ""backrefs"", ""beautifulsoup4"", ""black"", ""bleach"", ""cairocffi"", ""cairosvg"", ""certifi"", ""cffi"", ""charset-normalizer"", ""click"", ""colorama"", ""comm"", ""contourpy"", ""coverage"", ""csscompressor"", ""cssselect2"", ""cycler"", ""debugpy"", ""decorator"", ""deep-forest"", ""defusedxml"", ""dill"", ""exceptiongroup"", ""executing"", ""fastjsonschema"", ""filelock"", ""fonttools"", ""fqdn"", ""ghp-import"", ""gitdb"", ""gitpython"", ""graphviz"", ""griffe"", ""h11"", ""htmlmin2"", ""httpcore"", ""httpx"", ""idna"", ""importlib-metadata"", ""importlib-resources"", ""iniconfig"", ""ipykernel"", ""ipython"", ""ipywidgets"", ""isoduration"", ""isort"", ""jedi"", ""jinja2"", ""joblib"", ""jsmin"", ""json5"", ""jsonpointer"", ""jsonschema"", ""jsonschema-specifications"", ""jupyter"", ""jupyter-client"", ""jupyter-console"", ""jupyter-core"", ""jupyter-events"", ""jupyter-lsp"", ""jupyter-server"", ""jupyter-server-terminals"", ""jupyterlab"", ""jupyterlab-pygments"", ""jupyterlab-server"", ""jupyterlab-widgets"", ""jupytext"", ""kiwisolver"", ""liac-arff"", ""markdown"", ""markdown-callouts"", ""markdown-exec"", ""markdown-it-py"", ""markupsafe"", ""matplotlib"", ""matplotlib-inline"", ""mccabe"", ""mdit-py-plugins"", ""mdurl"", ""mergedeep"", ""mistune"", ""mkdocs"", ""mkdocs-autorefs"", ""mkdocs-coverage"", ""mkdocs-document-dates"", ""mkdocs-gen-files"", ""mkdocs-get-deps"", ""mkdocs-git-revision-date-localized-plugin"", ""mkdocs-glightbox"", ""mkdocs-jupyter"", ""mkdocs-literate-nav"", ""mkdocs-material"", ""mkdocs-material-extensions"", ""mkdocs-minify-plugin"", ""mkdocstrings"", ""mkdocstrings-python"", ""msgpack"", ""mypy-extensions"", ""nbclient"", ""nbconvert"", ""nbformat"", ""nest-asyncio"", ""notebook"", ""notebook-shim"", ""numpy"", ""overrides"", ""packaging"", ""paginate"", ""pandas"", ""pandocfilters"", ""parso"", ""pathspec"", ""patsy"", ""pexpect"", ""pillow"", ""platformdirs"", ""pluggy"", ""prometheus-client"", ""prompt-toolkit"", ""protobuf"", ""psutil"", ""ptyprocess"", ""pure-eval"", ""pycparser"", ""pygments"", ""pylint"", ""pymdown-extensions"", ""pyparsing"", ""pytest"", ""pytest-cov"", ""python-dateutil"", ""python-json-logger"", ""pytz"", ""pywin32"", ""pywinpty"", ""pyyaml"", ""pyyaml-env-tag"", ""pyzmq"", ""ray"", ""referencing"", ""requests"", ""rfc3339-validator"", ""rfc3986-validator"", ""rich"", ""rpds-py"", ""ruff"", ""scikit-learn"", ""scikit-lexicographical-trees"", ""scikit-longitudinal"", ""scipy"", ""send2trash"", ""setuptools"", ""six"", ""smmap"", ""sniffio"", ""soupsieve"", ""stack-data"", ""statsmodels"", ""stopit"", ""terminado"", ""threadpoolctl"", ""tinycss2"", ""tomli"", ""tomlkit"", ""tornado"", ""traitlets"", ""types-python-dateutil"", ""typing-extensions"", ""uri-template"", ""urllib3"", ""watchdog"", ""wcwidth"", ""webcolors"", ""webencodings"", ""websocket-client"", ""widgetsnbextension"", ""zipp""]"
General tools for voice analysis.,HTML,[]
Bayesian Reconciliation for Hierarchical Forecasting,Jupyter Notebook,[]
A shared-memory FFT for the Kokkos ecosystem,C++,"[""01_1DFFT"", ""02_2DFFT"", ""03_NDFFT"", ""04_batchedFFT"", ""05_1DFFT_HOST_DEVICE"", ""06_1DFFT_reuse_plans"", ""07_unmanaged_views"", ""08_inplace_FFT"", ""09_derivative"", ""10_HasegawaWakatani"", ""Doxygen"", ""GTest"", ""Kokkos"", ""Sphinx"", ""benchmark"", ""common"", ""distributed"", ""docs"", ""examples"", ""fft"", ""googletest"", ""kokkos"", ""perf_test"", ""src"", ""testing"", ""unit_test""]"
Spherical Overdensity Aperture Processor: MPI parallel Python code to compute properties of halos in SWIFT n-body simulations,Python,"[""astropy"", ""h5py"", ""matplotlib"", ""mpi4py"", ""numba"", ""numpy"", ""psutil"", ""pytest-mpi"", ""scipy"", ""unyt"", ""virgodc""]"
"A Python package for calculating and visualizing drought indices such as the SPI, SPEI and SGI.",Python,"[""coverage"", ""ipykernel"", ""matplotlib"", ""mypy"", ""myst-parser"", ""nbsphinx"", ""numpy"", ""pandas"", ""pandas-stubs"", ""pastas"", ""pytest"", ""pytest-cov"", ""pytest-sugar"", ""rpy2"", ""ruff"", ""scipy"", ""sphinx"", ""standard-precip""]"
A Python package allowing for fast and precise orbital modeling.,Python,"[""astropy"", ""build"", ""cibuildwheel"", ""delocate"", ""docutils"", ""emcee"", ""files"", ""graphviz"", ""h5py"", ""imageio"", ""ipython"", ""ipython_genutils"", ""ipyvolume"", ""jplephem"", ""lmfit"", ""matplotlib"", ""myst-parser"", ""nbsphinx"", ""numpy"", ""packages"", ""pandas"", ""pyerfa"", ""pypdf2"", ""pytest"", ""scipy"", ""sgp4"", ""sphinx"", ""sphinx-autobuild"", ""sphinx-automodapi"", ""sphinx-copybutton"", ""sphinx-tabs"", ""sphinx_rtd_theme"", ""sphinxcontrib-bibtex"", ""tqdm""]"
"PolytopeWalk: fast sparse and dense random walks on polytope, with C++ backend and Python interface",C++,"[""Catch2"", ""Doxygen"", ""Eigen3"", ""GLPK"", ""Python"", ""Sphinx"", ""dense"", ""docs"", ""pybind11"", ""src"", ""tests""]"
"A Python library for stellar population synthesis in galaxies: spectral synthesis, broadband photometry, SED fitting, etc.",Python,"[""astropy"", ""extinction"", ""matplotlib"", ""mock"", ""nbsphinx"", ""numpy"", ""requests"", ""scipy"", ""sphinx"", ""sphinx_rtd_theme""]"
Conley index and multivector fields for Julia,Julia,[]
PyStarshade is a Python library for efficient Fresnel optical simulations of direct imaging with an external occulter from stellar system to CCD,Python,"[""astropy"", ""h5py"", ""hcipy"", ""ipykernel"", ""matplotlib"", ""nbsphinx"", ""numpy"", ""scipy"", ""sphinx"", ""sphinx-rtd-theme""]"
"All-in-one tool to generate, and correctly drizzle, HST, JWST, and Roman PSFs.",Python,"[""asdf"", ""astropy"", ""crds"", ""drizzle"", ""drizzlepac"", ""gwcs"", ""ipython"", ""jsonschema"", ""matplotlib"", ""nbsphinx"", ""nbsphinx-link"", ""numpy"", ""photutils"", ""psutil"", ""pyyaml"", ""roman-datamodels"", ""scipy"", ""spherical-geometry"", ""sphinx"", ""sphinx-rtd-theme"", ""stdatamodels"", ""stpsf"", ""tweakwcs"", ""webbpsf""]"
seabreeze: A Pipeline for Analyzing Structural Variation Between Bacterial Genome Assemblies,Python,[]
A flexible Python-based GUI for stereotaxic experiment planning.,Jupyter Notebook,[]
The physical activity analysis toolbox (PAAT) is a comprehensive toolbox to analyse raw acceleration data from the hip.,PureBasic,[]
S*R -- A Python framework for bioinformatics,Python,"[""binarysearchfile"", ""biopython"", ""biotite"", ""dna_features_viewer_lite"", ""furo"", ""matplotlib"", ""pandas"", ""platformdirs"", ""pytest"", ""requests"", ""seaborn"", ""sphinx"", ""sphinx_autorun""]"
A framework for real-time brain signal streaming with MNE-Python.,Python,
,TypeScript,
,Python,
"Universal, autodiff-native software components for Simulation Intelligence. 📦",Python,
A system for creating Shiny dashboards using Excel spreadsheets,R,
Tools and tutorials for the analysis of stellar spectropolarimetric observations.,Assembly,
Python package for producing spherical histograms,Python,
A command-line tool for getting hydroclimate data within CONUS using HyRiver,Python,
"Loads the three bisonpic packages (bisonpictools, shinybisonpic, and runbisonpic)",TeX,
gaia is an empirical econometric model designed to estimate annual crop yield responses to climate impacts.,R,
PowNet: Network-constrained Unit Commitment / Economic Dispatch model in Python,Python,
Remote sensing classification of ice marginal lakes,Jupyter Notebook,
Tool for demand profile generation in districts,Python,
Model of propagating blobs in 1D and 2D,Python,
Streamline deep learning experiments using config files,Python,
,Python,"[""colorama"", ""crccheck"", ""myst_parser"", ""numpy"", ""pyserial"", ""serial"", ""sphinx_rtd_theme""]"
Quantitative layer based analysis for renal magnetic resonance imaging.,Python,"[""matplotlib"", ""myst-parser"", ""nbsphinx"", ""nbsphinx-link"", ""nibabel"", ""numpy"", ""pandas"", ""pytest"", ""qlayers"", ""rtree"", ""scikit-image"", ""seaborn"", ""sphinx"", ""sphinx_rtd_theme"", ""tqdm"", ""trimesh""]"
Library for computing anisotropy extension to SOAP descriptors,Jupyter Notebook,[]
Meanline model for performance prediction and preliminary design of turbomachinery,Python,"[""CoolProp"", ""PyYAML"", ""Sphinx"", ""accessible-pygments"", ""alabaster"", ""annotated-types"", ""asttokens"", ""babel"", ""beautifulsoup4"", ""bibtexparser"", ""black"", ""bump2version"", ""certifi"", ""charset-normalizer"", ""click"", ""colorama"", ""contourpy"", ""coolprop"", ""cycler"", ""decorator"", ""documentation"", ""docutils"", ""et-xmlfile"", ""executing"", ""feedparser"", ""fonttools"", ""idna"", ""imagesize"", ""iniconfig"", ""ipython"", ""jedi"", ""jinja2"", ""kiwisolver"", ""latexcodec"", ""license"", ""markupsafe"", ""matplotlib"", ""matplotlib-inline"", ""mypy-extensions"", ""numpy"", ""numpydoc"", ""openpyxl"", ""packaging"", ""pandas"", ""parso"", ""pathspec"", ""pexpect"", ""pillow"", ""platformdirs"", ""pluggy"", ""prompt-toolkit"", ""ptyprocess"", ""pure-eval"", ""pybtex"", ""pybtex-docutils"", ""pydantic"", ""pydantic-core"", ""pydata-sphinx-theme"", ""pygments"", ""pyparsing"", ""pytest"", ""python"", ""python-dateutil"", ""pytz"", ""pyyaml"", ""pyzotero"", ""readme"", ""repository"", ""requests"", ""scipy"", ""setuptools"", ""sgmllib3k"", ""six"", ""snowballstemmer"", ""soupsieve"", ""sphinx"", ""sphinx-book-theme"", ""sphinx-design"", ""sphinx-rtd-theme"", ""sphinx-tabs"", ""sphinx-togglebutton"", ""sphinxawesome-theme"", ""sphinxcontrib-applehelp"", ""sphinxcontrib-bibtex"", ""sphinxcontrib-devhelp"", ""sphinxcontrib-htmlhelp"", ""sphinxcontrib-jquery"", ""sphinxcontrib-jsmath"", ""sphinxcontrib-qthelp"", ""sphinxcontrib-serializinghtml"", ""stack-data"", ""tabulate"", ""toml"", ""traitlets"", ""typing-extensions"", ""tzdata"", ""urllib3"", ""wcwidth"", ""wheel""]"
🌱 EcoLogits tracks the energy consumption and environmental footprint of using generative AI models through APIs.,Python,"[""aiohappyeyeballs"", ""aiohttp"", ""aiosignal"", ""annotated-types"", ""anthropic"", ""anyio"", ""async-timeout"", ""attrs"", ""babel"", ""backrefs"", ""cachetools"", ""cairocffi"", ""cairosvg"", ""certifi"", ""cffi"", ""cfgv"", ""charset-normalizer"", ""click"", ""cohere"", ""colorama"", ""cssselect2"", ""defusedxml"", ""distlib"", ""distro"", ""eval-type-backport"", ""exceptiongroup"", ""fastavro"", ""filelock"", ""frozenlist"", ""fsspec"", ""ghp-import"", ""google-auth"", ""google-genai"", ""googleapis-common-protos"", ""griffe"", ""grpcio"", ""h11"", ""httpcore"", ""httpx"", ""httpx-sse"", ""huggingface-hub"", ""identify"", ""idna"", ""importlib-metadata"", ""importlib-resources"", ""iniconfig"", ""jinja2"", ""jiter"", ""jsonschema"", ""jsonschema-specifications"", ""litellm"", ""markdown"", ""markupsafe"", ""mergedeep"", ""mike"", ""minijinja"", ""mistralai"", ""mkdocs"", ""mkdocs-autorefs"", ""mkdocs-gen-files"", ""mkdocs-get-deps"", ""mkdocs-literate-nav"", ""mkdocs-material"", ""mkdocs-material-extensions"", ""mkdocstrings"", ""mkdocstrings-python"", ""multidict"", ""mypy"", ""mypy-extensions"", ""nodeenv"", ""numpy"", ""openai"", ""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""optional"", ""packaging"", ""paginate"", ""pathspec"", ""pillow"", ""platformdirs"", ""pluggy"", ""pre-commit"", ""propcache"", ""protobuf"", ""pyasn1"", ""pyasn1-modules"", ""pycparser"", ""pydantic"", ""pydantic-core"", ""pygments"", ""pymdown-extensions"", ""pyparsing"", ""pytest"", ""pytest-asyncio"", ""pytest-dotenv"", ""pytest-recording"", ""python-dateutil"", ""python-dotenv"", ""pyyaml"", ""pyyaml-env-tag"", ""rapidfuzz"", ""referencing"", ""regex"", ""requests"", ""requires-poetry"", ""rpds-py"", ""rsa"", ""setuptools"", ""six"", ""sniffio"", ""tenacity"", ""tiktoken"", ""tinycss2"", ""tokenizers"", ""toml"", ""tomli"", ""tqdm"", ""types-requests"", ""typing-extensions"", ""typing-inspection"", ""urllib3"", ""vcrpy"", ""verspec"", ""virtualenv"", ""watchdog"", ""webencodings"", ""websockets"", ""wrapt"", ""yarl"", ""zipp""]"
"A process based Dynamic Vegetation, Dynamic Organic Soil, Terrestrial Ecosystem Model.",C++,"[""boost_filesystem"", ""boost_log"", ""boost_program_options"", ""boost_system"", ""boost_thread"", ""jsoncpp"", ""lapacke"", ""netcdf"", ""pthread"", ""readline""]"
Fast & flexible processing of lidar point-cloud data,Julia,[]
"Simulates flood, landslide and debris flow dynamically using GPUs",C++,"[""${pybind11_sources_SOURCE_DIR}\n    ${pybind11_sources_BINARY_DIR}"", ""CUDA"", ""PythonInterp"", ""PythonLibs"", ""cudaDebrisFlowSolverPybind"", ""cudaFloodSolversPybind"", ""cudaLandslideSolverPybind"", ""lib"", ""synxflow""]"
"Python package automating PEST file creation for DSSAT crop model calibration. Generates template files for Cultivar and Ecotype parameters, instruction files for OVERVIEW.OUT and PlantGro.OUT, and the main PEST control file. Includes utility to extend PlantGro.OUT files for complete time series compatibility.",Python,"[""Jinja2"", ""MarkupSafe"", ""PyYAML"", ""Pygments"", ""Sphinx"", ""alabaster"", ""babel"", ""beautifulsoup4"", ""certifi"", ""charset-normalizer"", ""colorama"", ""contourpy"", ""cycler"", ""docutils"", ""flopy"", ""fonttools"", ""idna"", ""imagesize"", ""kiwisolver"", ""matplotlib"", ""numpy"", ""packaging"", ""pandas"", ""pillow"", ""pydata-sphinx-theme"", ""pyemu"", ""pyparsing"", ""python-dateutil"", ""pytz"", ""pyyaml"", ""requests"", ""six"", ""snowballstemmer"", ""soupsieve"", ""sphinx-rtd-theme"", ""sphinxcontrib-applehelp"", ""sphinxcontrib-devhelp"", ""sphinxcontrib-htmlhelp"", ""sphinxcontrib-jquery"", ""sphinxcontrib-jsmath"", ""sphinxcontrib-qthelp"", ""sphinxcontrib-serializinghtml"", ""typing_extensions"", ""tzdata"", ""urllib3"", ""ushahidi_sphinx_rtd_theme"", ""﻿accessible-pygments""]"
PyGMI - Python Geophysical Modelling and Interpretation,HTML,[]
Package for working with various forms of feature tracking data,Python,"[""IPython"", ""cartopy"", ""cftime"", ""geopandas"", ""haversine"", ""ipykernel"", ""matplotlib"", ""matplotlib-venn"", ""metpy"", ""myst-parser"", ""nbformat"", ""nbsphinx"", ""netcdf4"", ""numpy"", ""pandas"", ""parse"", ""pre-commit"", ""pyarrow"", ""pydata-sphinx-theme"", ""pyproj"", ""pytest"", ""pytest-cov"", ""ruff"", ""scikit-learn"", ""seaborn"", ""shapely"", ""sphinx-copybutton"", ""sphinx-design"", ""sphinx_autosummary_accessors"", ""tox"", ""tqdm"", ""xarray""]"
Massive-Parallel Trajectory Calculations (MPTRAC) is a Lagrangian particle dispersion model for the analysis of atmospheric transport processes in the free troposphere and stratosphere.,C,"[""SZ3c"", ""cmultiscale"", ""cudart"", ""curand"", ""eccodes"", ""egend"", ""gomp"", ""gsl"", ""gslcblas"", ""hdf5"", ""hdf5_hl"", ""kpp"", ""m"", ""netcdf"", ""nvToolsExt"", ""ong-long"", ""p"", ""stdc++"", ""sz"", ""thrustsort_cpu"", ""thrustsort_gpu"", ""z"", ""zfp"", ""zstd""]"
CATS: the Climate-Aware Task Scheduler 🐈 🐈‍⬛,Python,"[""PyYAML"", ""ghp-import"", ""matplotlib"", ""mypy"", ""numpy"", ""pytest"", ""pytest-cov"", ""pytest-subprocess"", ""renku-sphinx-theme"", ""requests-cache"", ""sphinx"", ""sphinx-argparse"", ""sphinx_copybutton"", ""types-PyYAML"", ""types-redis"", ""types-requests"", ""types-ujson""]"
Gradient Boosting Modules for PyTorch,Python,"[""catboost"", ""lightgbm"", ""numpy"", ""pandas"", ""scikit-learn"", ""sphinx"", ""sphinx-autoapi"", ""sphinx-autodoc-typehints"", ""sphinx-rtd-theme"", ""sphinxcontrib-napoleon"", ""torch"", ""xgboost""]"
R package to develop distributional analyzes (Spain),R,"[""devtools"", ""dplyr"", ""ggplot2"", ""here"", ""knitr"", ""magrittr"", ""markdown"", ""png"", ""reshape2"", ""rmarkdown"", ""spatstat.geom"", ""stringr"", ""testthat"", ""tibble"", ""tidyr"", ""usethis""]"
Quantify histological data,Python,"[""brainglobe-atlasapi"", ""brainglobe-heatmap"", ""brainrender"", ""geojson"", ""h5py"", ""ipykernel"", ""ipympl"", ""ipywidgets"", ""matplotlib"", ""mkdocs"", ""mkdocs-git-revision-date-localized-plugin"", ""mkdocs-jupyter"", ""mkdocs-material"", ""mkdocstrings"", ""mkdocstrings-python"", ""notebook"", ""numpy"", ""orjson"", ""pytest"", ""pytest-cov""]"
"The heart of CADET. A modular, fast, and accurate modeling and simulation framework for biotechnology processes.",C++,"[""CADET"", ""Eigen3"", ""Git"", ""HDF5"", ""LAPACK"", ""SUNDIALS"", ""SuperLU"", ""TBB"", ""UMFPACK"", ""build-tools"", ""cadet-cli"", ""eigen3"", ""hdf5"", ""libcadet"", ""libcadet_nonlinalg_static"", ""suitesparse"", ""sundials"", ""superlu"", ""test"", ""tools""]"
Drop-in Uncertainty Propagation with Automatic Differentiation,Python,"[""furo"", ""graphviz"", ""hypothesis"", ""jax"", ""jaxlib"", ""joblib"", ""lazy_loader"", ""loguru"", ""numpy"", ""pandas"", ""pint"", ""pylint"", ""pytest"", ""pytest-cov"", ""sphinx"", ""sphinx-autoapi"", ""sphinx-autodoc-typehints"", ""sphinx-copybutton"", ""sphinx-design"", ""sphinx_rtd_theme"", ""sphinxcontrib-bibtex"", ""sphinxcontrib-napoleon""]"
Robust and fast topic models with sentence-transformers.,Python,"[""datamapplot"", ""griffe"", ""huggingface-hub"", ""igraph"", ""jieba"", ""joblib"", ""mkdocs"", ""mkdocs-autorefs"", ""mkdocs-material"", ""mkdocs-material-extensions"", ""mkdocstrings"", ""mkdocstrings-python"", ""numpy"", ""openTSNE"", ""openai"", ""pillow"", ""pyro-ppl"", ""rich"", ""scikit-learn"", ""scipy"", ""sentence-transformers"", ""snowballstemmer"", ""spacy"", ""topic-wizard"", ""torch"", ""umap-learn""]"
,Python,"[""annotated-types"", ""anyio"", ""black"", ""certifi"", ""charset-normalizer"", ""click"", ""distro"", ""exceptiongroup"", ""fastapi"", ""flake8"", ""flexcache"", ""flexparser"", ""gunicorn"", ""h11"", ""httpcore"", ""httptools"", ""httpx"", ""idna"", ""jiter"", ""myst-parser"", ""numpy"", ""openai"", ""packaging"", ""pandas"", ""pint"", ""pip-tools"", ""platformdirs"", ""pydantic"", ""pydantic-core"", ""pytest"", ""pytest-asyncio"", ""pytest-cov"", ""python-dateutil"", ""python-dotenv"", ""pytz"", ""pyyaml"", ""requests"", ""simpy"", ""six"", ""sniffio"", ""sphinx"", ""sphinx-autobuild"", ""sphinx-autodoc-typehints"", ""sphinx-copybutton"", ""sphinx-rtd-theme"", ""starlette"", ""tabulate"", ""tqdm"", ""typing-extensions"", ""typing-inspection"", ""tzdata"", ""urllib3"", ""uvicorn[standard]"", ""uvloop"", ""watchfiles"", ""websockets""]"
,,
quickly filter fastq files by matching sequences to a set of regex patterns,Rust,[]
Some data analysis tools for working with historical PV solar time-series data sets. ,Jupyter Notebook,[]
Tools for polymer molecular dynamics simulations,Jupyter Notebook,[]
Interactive Molecular Dynamics (iMD) in VR,Jupyter Notebook,[]
SPM (Statistical Parametric Mapping) - Development Version,MATLAB,[]
📦R package medRCT,R,"[""boot"", ""brglm2"", ""collapse"", ""data.table"", ""detectseparation"", ""knitr"", ""rmarkdown"", ""shiny"", ""shinytest2"", ""stats"", ""testthat"", ""zoo""]"
A toolkit for soil gas analysis,R,"[""DiagrammeR"", ""dplyr"", ""furrr"", ""ggplot2"", ""knitr"", ""lifecycle"", ""lubridate"", ""magrittr"", ""progressr"", ""purrr"", ""rlang"", ""rmarkdown"", ""scales"", ""splines"", ""stats"", ""testthat"", ""tibble"", ""tidyr""]"
Syclops is a tool for creating synthetic data from 3D virtual environments with photorealistic renderings and pixel-perfect annotations.,Python,"[""GitPython"", ""Pillow"", ""PyYAML"", ""antlr4-python3-runtime"", ""appdirs"", ""coacd"", ""debugpy"", ""filelock"", ""jsonschema"", ""mkdocs-glightbox"", ""mkdocs-material"", ""numpy"", ""opencv-python"", ""requests"", ""rich"", ""ruamel.yaml"", ""wheel""]"
code to target the conversion from a step-file to a h5m-geometry for neutronics ,Python,
"Landlab codebase, wiki, and tests",Python,"[""bmipy"", ""coverage"", ""hypothesis"", ""importlib-resources"", ""matplotlib"", ""netcdf4"", ""nox"", ""numpy"", ""pandas"", ""pyshp"", ""pytest"", ""pytest-datadir"", ""pytest-xdist"", ""pyyaml"", ""rich-click"", ""scipy"", ""statsmodels"", ""xarray""]"
Fast Multipole Methods in Rust,Rust,[]
"A research-purposed, GUI-powered, Python-based framework that allows easy development of dynamic point-cloud (and accompanying image) data processing pipelines.",Python,"[""dbscan"", ""keyboard"", ""open3d"", ""opencv-python"", ""pyyaml"", ""sphinx"", ""sphinx_rtd_theme""]"
,Python,"[""aiohttp"", ""aiosignal"", ""annotated-types"", ""anyio"", ""appnope"", ""argon2-cffi"", ""argon2-cffi-bindings"", ""arrow"", ""asttokens"", ""async-lru"", ""attrs"", ""autoroot"", ""babel"", ""beautifulsoup4"", ""black"", ""bleach"", ""certifi"", ""cffi"", ""cfgv"", ""charset-normalizer"", ""click"", ""colorama"", ""comm"", ""coverage"", ""dataclasses-json"", ""debugpy"", ""decorator"", ""defusedxml"", ""deptree"", ""distlib"", ""distro"", ""documentation"", ""editorconfig"", ""et-xmlfile"", ""executing"", ""fastjsonschema"", ""filelock"", ""fqdn"", ""frozenlist"", ""fsspec"", ""ghp-import"", ""greenlet"", ""griffe"", ""h11"", ""homepage"", ""httpcore"", ""httpx"", ""httpx-sse"", ""identify"", ""idna"", ""importlib-metadata"", ""iniconfig"", ""intel-openmp"", ""ipykernel"", ""ipython"", ""isoduration"", ""jedi"", ""jinja2"", ""jiter"", ""joblib"", ""jsbeautifier"", ""json5"", ""jsonpatch"", ""jsonpickle"", ""jsonpointer"", ""jsonschema"", ""jsonschema-specifications"", ""jupyter-client"", ""jupyter-core"", ""jupyter-events"", ""jupyter-lsp"", ""jupyter-server"", ""jupyter-server-terminals"", ""jupyterlab"", ""jupyterlab-pygments"", ""jupyterlab-server"", ""keywords"", ""langchain"", ""langchain-community"", ""langchain-core"", ""langchain-experimental"", ""langchain-openai"", ""langchain-text-splitters"", ""langsmith"", ""license"", ""markdown"", ""markupsafe"", ""marshmallow"", ""matplotlib-inline"", ""mergedeep"", ""mistune"", ""mkdocs"", ""mkdocs-autorefs"", ""mkdocs-get-deps"", ""mkdocs-material"", ""mkdocs-material-extensions"", ""mkdocs-mermaid2-plugin"", ""mkdocstrings"", ""mkdocstrings-python"", ""mkl"", ""mpmath"", ""multidict"", ""mypy-extensions"", ""nbclient"", ""nbconvert"", ""nbformat"", ""nest-asyncio"", ""networkx"", ""nodeenv"", ""notebook-shim"", ""numpy"", ""nvidia-cublas-cu12"", ""nvidia-cuda-cupti-cu12"", ""nvidia-cuda-nvrtc-cu12"", ""nvidia-cuda-runtime-cu12"", ""nvidia-cudnn-cu12"", ""nvidia-cufft-cu12"", ""nvidia-curand-cu12"", ""nvidia-cusolver-cu12"", ""nvidia-cusparse-cu12"", ""nvidia-nccl-cu12"", ""nvidia-nvjitlink-cu12"", ""nvidia-nvtx-cu12"", ""openai"", ""openpyxl"", ""optional"", ""orjson"", ""overrides"", ""package-mode"", ""packaging"", ""paginate"", ""pandas"", ""pandocfilters"", ""parso"", ""pathspec"", ""pexpect"", ""platformdirs"", ""pluggy"", ""pre-commit"", ""prometheus-client"", ""prompt-toolkit"", ""psutil"", ""ptyprocess"", ""pure-eval"", ""pyarrow"", ""pycparser"", ""pydantic"", ""pydantic-core"", ""pydantic-settings"", ""pygments"", ""pymdown-extensions"", ""pyparsing"", ""pyrootutils"", ""pytest"", ""pytest-cov"", ""python"", ""python-dateutil"", ""python-dotenv"", ""python-json-logger"", ""pytz"", ""pyvis"", ""pywin32"", ""pywinpty"", ""pyyaml"", ""pyyaml-env-tag"", ""pyzmq"", ""readme"", ""referencing"", ""regex"", ""repository"", ""requests"", ""requests-toolbelt"", ""rfc3339-validator"", ""rfc3986-validator"", ""rootutils"", ""rpds-py"", ""ruff"", ""scikit-learn"", ""scipy"", ""send2trash"", ""setuptools"", ""six"", ""sniffio"", ""soupsieve"", ""sqlalchemy"", ""stack-data"", ""sympy"", ""tbb"", ""tenacity"", ""terminado"", ""threadpoolctl"", ""tiktoken"", ""tinycss2"", ""torch"", ""torch-geometric"", ""tornado"", ""tqdm"", ""traitlets"", ""triton"", ""types-python-dateutil"", ""typing-extensions"", ""typing-inspect"", ""tzdata"", ""uri-template"", ""urllib3"", ""virtualenv"", ""watchdog"", ""wcwidth"", ""webcolors"", ""webencodings"", ""websocket-client"", ""yarl"", ""zipp"", ""zstandard""]"
